Log Date 27.2.25 : 12:53
Active SetInfos :
Var : $MSG_T.VALID -V* Job 32783
Var : $MSG_T.RELEASE -V* Job 32784
Var : $PRO_NAME1[] -V* Job 32785
Var : $PRO_STATE0* Job 33257
Var : $PRO_STATE1* Job 33258
Var : $MOT_STOP* Job 33259
Var : $PERI_RDY -V* Job 33260
Var : $WAIT_FOR[] -V* Job 33261
Var : $LOOP_MSG[] -V* Job 33262
Var : $MODE_OP* Job 33263
Var : $MOUSE_ACT* Job 33265
Var : $PRO_IP* Job 32870
Var : $PRO_MODE* Job 33270
Var : $LINE_SELECT* Job 33271
Var : $COSYS* Job 33272
Var : $TRANSSYS* Job 33273
Var : $MOUSE_DOM* Job 33274
Var : $ACTIVE_AXIS* Job 32778
Var : $ACTIVE_KAR* Job 32779
Var : $PRO_STATE* Job 32781
Var : $OV_JOG* Job 32787
Var : $OV_PRO* Job 32788
Var : $PHGBRIGHT* Job 32789
Var : $PHGCONT* Job 32790
Var : $PAL_MODE* Job 32791
--------
25 active SetInfos

SetInfo Events :
n:new
c:change
d:delete
e:end
Flag Time      Variable             Job
c    164168988      $WAIT_FOR[] -V*  33261
c    164168996             $PRO_IP*  33269
c    164169596             $PRO_IP*  33269
c    164171196             $PRO_IP*  33269
c    164171616             $OV_PRO*  32788
c    164172216             $OV_PRO*  32788
c    164172616             $OV_PRO*  32788
c    164172996             $PRO_IP*  33269
c    164173216             $OV_PRO*  32788
c    164173816             $OV_PRO*  32788
c    164176616             $OV_PRO*  32788
c    164176816             $OV_PRO*  32788
c    164177616             $OV_PRO*  32788
c    164178616             $OV_PRO*  32788
c    164181816             $OV_PRO*  32788
c    164183196             $PRO_IP*  33269
c    164183596             $PRO_IP*  33269
c    164185216             $OV_PRO*  32788
c    164185616             $OV_PRO*  32788
c    164189816             $OV_PRO*  32788
c    164190016             $OV_PRO*  32788
c    164247216             $OV_PRO*  32788
c    164247816             $OV_PRO*  32788
c    164248388      $WAIT_FOR[] -V*  33261
c    164248396             $PRO_IP*  33269
c    164248588      $WAIT_FOR[] -V*  33261
c    164248796             $PRO_IP*  33269
c    164255016             $OV_PRO*  32788
c    164255416             $OV_PRO*  32788
c    164255816             $OV_PRO*  32788
c    164256596             $PRO_IP*  33269
c    164259216             $OV_PRO*  32788
c    164259796             $PRO_IP*  33269
c    164259816             $OV_PRO*  32788
c    164260196             $PRO_IP*  33269
c    164261816             $OV_PRO*  32788
c    164262216             $OV_PRO*  32788
c    164262616             $OV_PRO*  32788
c    164263996             $PRO_IP*  33269
c    164264416             $OV_PRO*  32788
c    164264796             $PRO_IP*  33269
c    164265016             $OV_PRO*  32788
c    164265196             $PRO_IP*  33269
c    164265416             $OV_PRO*  32788
c    164265616             $OV_PRO*  32788
c    164265816             $OV_PRO*  32788
c    164266016             $OV_PRO*  32788
c    164284782         $PRO_STATE1*  33258
c    164284786        $PERI_RDY -V*  33260
c    164284792            $MODE_OP*  33263
c    164284796             $PRO_IP*  33269
c    164284812          $PRO_STATE*  32781
n    164359774  $PRO_IP.NAME_C[] -V  32980
c    164360024  $PRO_IP.NAME_C[] -V  32980
d    164383176  $PRO_IP.NAME_C[] -V  32980
c    164390980     $PRO_NAME1[] -V*  32785
c    164390984         $PRO_STATE1*  33258
c    164390998             $PRO_IP*  33269
c    164391014          $PRO_STATE*  32781
d    164485606             $PRO_IP*  33269
n    164487206             $PRO_IP*  33082
c    164487428             $PRO_IP*  33082
d    164508806             $PRO_IP*  33082
n    164510806             $PRO_IP*  33085
c    164511028             $PRO_IP*  33085
d    164575856             $PRO_IP*  33085
n    164577454             $PRO_IP*  33088
c    164577628             $PRO_IP*  33088
d    164606856             $PRO_IP*  33088
n    164608806             $PRO_IP*  33091
c    164609028             $PRO_IP*  33091
d    164619656             $PRO_IP*  33091
n    164621006             $PRO_IP*  33094
c    164621228             $PRO_IP*  33094
c    164692720             $PRO_IP*  33094
c    164692736          $PRO_STATE*  32781
c    164692902     $PRO_NAME1[] -V*  32785
c    164692906         $PRO_STATE1*  33258
c    164713746             $OV_PRO*  32788
c    164714346             $OV_PRO*  32788
c    164714746             $OV_PRO*  32788
c    164714946             $OV_PRO*  32788
c    164715146             $OV_PRO*  32788
c    164715346             $OV_PRO*  32788
c    164715546             $OV_PRO*  32788
c    164721724          $MOUSE_ACT*  33265
c    164722724          $MOUSE_ACT*  33265
c    164724724          $MOUSE_ACT*  33265
c    164725724          $MOUSE_ACT*  33265
c    164726734           $TRANSSYS*  33273
c    164727932              $COSYS*  33272
c    164728932              $COSYS*  33272
c    164728934           $TRANSSYS*  33273
c    164729332              $COSYS*  33272
c    164738716        $PERI_RDY -V*  33260
c    164782516        $PERI_RDY -V*  33260
c    164784732              $COSYS*  33272
c    164784934           $TRANSSYS*  33273
c    164787316        $PERI_RDY -V*  33260
c    164792116        $PERI_RDY -V*  33260
c    164796916        $PERI_RDY -V*  33260
c    164804316        $PERI_RDY -V*  33260
c    164815128             $PRO_IP*  33094
c    164817518        $PERI_RDY -V*  33260
c    164817914         $PRO_STATE1*  33258
c    164817928             $PRO_IP*  33094
c    164817944          $PRO_STATE*  32781
c    164822314         $PRO_STATE1*  33258
c    164822328             $PRO_IP*  33094
c    164822344          $PRO_STATE*  32781
c    164824718        $PERI_RDY -V*  33260
c    164830918        $PERI_RDY -V*  33260
c    164831528             $PRO_IP*  33094
c    164831544          $PRO_STATE*  32781
c    164831714         $PRO_STATE1*  33258
c    164831728             $PRO_IP*  33094
c    164832314         $PRO_STATE1*  33258
c    164832344          $PRO_STATE*  32781
c    164833114         $PRO_STATE1*  33258
c    164833144          $PRO_STATE*  32781
c    164833714         $PRO_STATE1*  33258
c    164833744          $PRO_STATE*  32781
c    164833914         $PRO_STATE1*  33258
c    164833944          $PRO_STATE*  32781
c    164847714         $PRO_STATE1*  33258
c    164847728             $PRO_IP*  33094
c    164847744          $PRO_STATE*  32781
c    164861918        $PERI_RDY -V*  33260
c    164868718        $PERI_RDY -V*  33260
c    164972318        $PERI_RDY -V*  33260
d    164983706             $PRO_IP*  33094
n    165000716             $PRO_IP*  32775
c    165000938             $PRO_IP*  32775
c    165001138             $PRO_IP*  32775
d    165004916             $PRO_IP*  32775
n    165056734             $PRO_IP*  32870
c    165056956             $PRO_IP*  32870
c    165057156             $PRO_IP*  32870
c    165067746        $PERI_RDY -V*  33260
c    165075146        $PERI_RDY -V*  33260
c    165109358             $PRO_IP*  32870
c    165112560             $PRO_IP*  32870
c    165114950        $PERI_RDY -V*  33260
c    165115346         $PRO_STATE1*  33258
c    165115360             $PRO_IP*  32870
c    165115376          $PRO_STATE*  32781
c    165116146         $PRO_STATE1*  33258
c    165116176          $PRO_STATE*  32781
c    165116576          $PRO_STATE*  32781
c    165116746         $PRO_STATE1*  33258
c    165120760             $PRO_IP*  32870
c    165120776          $PRO_STATE*  32781
c    165120946         $PRO_STATE1*  33258
c    165122346         $PRO_STATE1*  33258
c    165122360             $PRO_IP*  32870
c    165122376          $PRO_STATE*  32781
c    165122746         $PRO_STATE1*  33258
c    165122776          $PRO_STATE*  32781
c    165123376          $PRO_STATE*  32781
c    165123546         $PRO_STATE1*  33258
c    165123946         $PRO_STATE1*  33258
c    165124146         $PRO_STATE1*  33258
c    165135778             $OV_JOG*  32787
c    165140960             $PRO_IP*  32870
c    165142146         $PRO_STATE1*  33258
c    165142176          $PRO_STATE*  32781
c    165152350        $PERI_RDY -V*  33260
c    165160162             $PRO_IP*  32870
c    165273964             $PRO_IP*  32870
c    165276754        $PERI_RDY -V*  33260
c    165277550         $PRO_STATE1*  33258
c    165277564             $PRO_IP*  32870
c    165277580          $PRO_STATE*  32781
c    165280964             $PRO_IP*  32870
c    165280980          $PRO_STATE*  32781
c    165281150         $PRO_STATE1*  33258
c    165281564             $PRO_IP*  32870
c    165285754        $PERI_RDY -V*  33260
c    165290554        $PERI_RDY -V*  33260
c    165291380          $PRO_STATE*  32781
c    165291580          $PRO_STATE*  32781
c    165293754        $PERI_RDY -V*  33260
c    165380546     $PRO_NAME1[] -V*  32785
c    165380550         $PRO_STATE1*  33258
c    165380564             $PRO_IP*  32870
c    165380580          $PRO_STATE*  32781
c    165384958         $PRO_STATE0*  33257
c    165385758         $PRO_STATE0*  33257
e    00000000             $PRO_IP*  33269
c    159199578      $WAIT_FOR[] -V*  33261
c    159199586             $PRO_IP*  33269
c    159199986             $PRO_IP*  33269
c    159200986             $PRO_IP*  33269
c    159203386             $PRO_IP*  33269
c    159205586             $PRO_IP*  33269
c    159206986             $PRO_IP*  33269
c    159207978      $WAIT_FOR[] -V*  33261
c    159207986             $PRO_IP*  33269
c    159209778      $WAIT_FOR[] -V*  33261
c    159209786             $PRO_IP*  33269
c    159209978      $WAIT_FOR[] -V*  33261
c    159210186             $PRO_IP*  33269
c    159210586             $PRO_IP*  33269
c    159211986             $PRO_IP*  33269
c    159212178      $WAIT_FOR[] -V*  33261
c    159212978      $WAIT_FOR[] -V*  33261
c    159212986             $PRO_IP*  33269
c    159213786             $PRO_IP*  33269
c    159216186             $PRO_IP*  33269
c    159217786             $PRO_IP*  33269
c    159220186             $PRO_IP*  33269
c    159220586             $PRO_IP*  33269
c    159222178      $WAIT_FOR[] -V*  33261
c    159222186             $PRO_IP*  33269
c    159222378      $WAIT_FOR[] -V*  33261
c    159222586             $PRO_IP*  33269
c    159223986             $PRO_IP*  33269
c    159227186             $PRO_IP*  33269
c    159230386             $PRO_IP*  33269
c    159231386             $PRO_IP*  33269
c    159231786             $PRO_IP*  33269
c    159232386             $PRO_IP*  33269
c    159233386             $PRO_IP*  33269
c    159234786             $PRO_IP*  33269
c    159235786             $PRO_IP*  33269
c    159236386             $PRO_IP*  33269
c    159237586             $PRO_IP*  33269
c    159239378      $WAIT_FOR[] -V*  33261
c    159239386             $PRO_IP*  33269
c    159274172         $PRO_STATE1*  33258
c    159274178      $WAIT_FOR[] -V*  33261
c    159274186             $PRO_IP*  33269
c    159274202          $PRO_STATE*  32781
c    159275376        $PERI_RDY -V*  33260
c    159608776        $PERI_RDY -V*  33260
c    159609572         $PRO_STATE1*  33258
c    159609586             $PRO_IP*  33269
c    159609602          $PRO_STATE*  32781
c    159609986             $PRO_IP*  33269
c    159611986             $PRO_IP*  33269
c    159612386             $PRO_IP*  33269
c    159613186             $PRO_IP*  33269
c    159613978      $WAIT_FOR[] -V*  33261
c    159613986             $PRO_IP*  33269
c    159614178      $WAIT_FOR[] -V*  33261
c    159614386             $PRO_IP*  33269
c    159615778      $WAIT_FOR[] -V*  33261
c    159615786             $PRO_IP*  33269
c    159616186             $PRO_IP*  33269
c    159617186             $PRO_IP*  33269
c    159619786             $PRO_IP*  33269
c    159621786             $PRO_IP*  33269
c    159623186             $PRO_IP*  33269
c    159624178      $WAIT_FOR[] -V*  33261
c    159624186             $PRO_IP*  33269
c    159625978      $WAIT_FOR[] -V*  33261
c    159625986             $PRO_IP*  33269
c    159626178      $WAIT_FOR[] -V*  33261
c    159626386             $PRO_IP*  33269
c    159626786             $PRO_IP*  33269
c    159628378      $WAIT_FOR[] -V*  33261
c    159628386             $PRO_IP*  33269
c    159629178      $WAIT_FOR[] -V*  33261
c    159629186             $PRO_IP*  33269
c    159629986             $PRO_IP*  33269
c    159632386             $PRO_IP*  33269
c    159633986             $PRO_IP*  33269
c    159636386             $PRO_IP*  33269
c    159636786             $PRO_IP*  33269
c    159638178      $WAIT_FOR[] -V*  33261
c    159638186             $PRO_IP*  33269
c    159638378      $WAIT_FOR[] -V*  33261
c    159638586             $PRO_IP*  33269
c    159639786             $PRO_IP*  33269
c    159642986             $PRO_IP*  33269
c    159643388             $PRO_IP*  33269
c    159646188             $PRO_IP*  33269
c    159647188             $PRO_IP*  33269
c    159647588             $PRO_IP*  33269
c    159648188             $PRO_IP*  33269
c    159649180      $WAIT_FOR[] -V*  33261
c    159649188             $PRO_IP*  33269
c    159649380      $WAIT_FOR[] -V*  33261
c    159649588             $PRO_IP*  33269
c    159650588             $PRO_IP*  33269
c    159651588             $PRO_IP*  33269
c    159651988             $PRO_IP*  33269
c    159652388             $PRO_IP*  33269
c    159653388             $PRO_IP*  33269
c    159655180      $WAIT_FOR[] -V*  33261
c    159655188             $PRO_IP*  33269
n    159695366     nContadorPiezas*  32994
c    159695616     nContadorPiezas*  32994
n    159695766      Longitud_pieza*  32995
c    159696018      Longitud_pieza*  32995
n    159696166         caja_madera*  32996
c    159696420         caja_madera*  32996
c    159711980      $WAIT_FOR[] -V*  33261
c    159711988             $PRO_IP*  33269
c    159714188             $PRO_IP*  33269
c    159714588             $PRO_IP*  33269
c    159715388             $PRO_IP*  33269
c    159716180      $WAIT_FOR[] -V*  33261
c    159716188             $PRO_IP*  33269
c    159716380      $WAIT_FOR[] -V*  33261
c    159716588             $PRO_IP*  33269
c    159717980      $WAIT_FOR[] -V*  33261
c    159717988             $PRO_IP*  33269
c    159718388             $PRO_IP*  33269
c    159719588             $PRO_IP*  33269
c    159721988             $PRO_IP*  33269
c    159724188             $PRO_IP*  33269
c    159725388             $PRO_IP*  33269
c    159726380      $WAIT_FOR[] -V*  33261
c    159726388             $PRO_IP*  33269
d    159727766         caja_madera*  32996
d    159727768      Longitud_pieza*  32995
d    159727768     nContadorPiezas*  32994
c    159728188      $WAIT_FOR[] -V*  33261
c    159728196             $PRO_IP*  33269
c    159728388      $WAIT_FOR[] -V*  33261
c    159728590      $WAIT_FOR[] -V*  33261
c    159728598             $PRO_IP*  33269
c    159729000             $PRO_IP*  33269
c    159730596      $WAIT_FOR[] -V*  33261
c    159730604             $PRO_IP*  33269
c    159731396      $WAIT_FOR[] -V*  33261
c    159731404             $PRO_IP*  33269
c    159732204             $PRO_IP*  33269
c    159734604             $PRO_IP*  33269
c    159736204             $PRO_IP*  33269
c    159736604             $PRO_IP*  33269
n    159736982  $PRO_IP.NAME_C[] -V  33013
c    159737232  $PRO_IP.NAME_C[] -V  33013
c    159738604             $PRO_IP*  33269
c    159739004             $PRO_IP*  33269
c    159740396      $WAIT_FOR[] -V*  33261
c    159740404             $PRO_IP*  33269
c    159740596      $WAIT_FOR[] -V*  33261
c    159740804             $PRO_IP*  33269
c    159742004             $PRO_IP*  33269
c    159745004             $PRO_IP*  33269
c    159745232  $PRO_IP.NAME_C[] -V  33013
c    159745404             $PRO_IP*  33269
c    159748204             $PRO_IP*  33269
c    159749204             $PRO_IP*  33269
c    159749604             $PRO_IP*  33269
c    159750204             $PRO_IP*  33269
c    159751204             $PRO_IP*  33269
c    159751604             $PRO_IP*  33269
c    159752804             $PRO_IP*  33269
c    159753804             $PRO_IP*  33269
c    159754404             $PRO_IP*  33269
c    159755604             $PRO_IP*  33269
c    159757396      $WAIT_FOR[] -V*  33261
c    159757404             $PRO_IP*  33269
c    159814196      $WAIT_FOR[] -V*  33261
c    159814204             $PRO_IP*  33269
c    159816604             $PRO_IP*  33269
c    159817004             $PRO_IP*  33269
